KIC Teff Teff_err logg logg_err feh feh_err NoCorM NoCorM_err NoCorR NoCorR_err RGBcorM RGBcorM_err RGBcorR RGBcorR_err ClcorM ClcorM_err ClcorR ClcorR_err Phase RA DEC
 2010702 5139 165 2.392 0.012 -0.58 0.30 0.95 0.19 10.29 0.97 0.95 0.19 10.30 0.98 0.96 0.19 10.35  0.98 2 290.5283324638497 +37.4453500094758
 2010855 5148 173 2.473 0.010  0.01 0.30 1.60 0.17 12.16 0.58 1.62 0.18 12.25 0.59 1.62 0.18 12.24  0.59 2 290.5647139914521 +37.4532392109269
 2011048 4776 153 2.751 0.009  0.42 0.30 1.45 0.10  8.41 0.20 1.39 0.09  8.21 0.20 1.45 0.10  8.40  0.20 1 290.610810 +37.400841
 2011314 4819 146 2.401 0.012  0.11 0.30 1.16 0.11 11.27 0.40 1.12 0.11 11.05 0.39 1.17 0.11 11.30  0.40 2 290.6735684306281 +37.4865374788020
 2011582 4684  80 2.504 0.015  0.03 0.30 2.34 0.26 14.18 0.57 2.19 0.25 13.71 0.55 2.36 0.27 14.25  0.58 2 290.7432832170302 +37.4819925422562
 2011675 4785 145 2.423 0.022 -0.04 0.30 1.06 0.17 10.48 0.57 1.00 0.16 10.16 0.55 1.07 0.17 10.51  0.57 2 290.7652092936246 +37.4101247544718
 2011827 4906 148 2.383 0.011 -0.62 0.30 0.94 0.09 10.33 0.43 0.85 0.08  9.83 0.40 0.94 0.09 10.33  0.43 2 290.8060624993154 +37.4602613472244
 2011883 4466 135 1.721 0.025 -0.65 0.30 1.07 0.23 23.58 2.05 0.90 0.19 21.62 1.84 1.01 0.22 22.94  1.98 0 290.8220969409813 +37.4430942029719
 2011891 4714  80 2.958 0.006  0.30 0.15 1.37 0.07  6.42 0.11 1.28 0.06  6.23 0.11 1.37 0.07  6.44  0.11 1 290.8248472866684 +37.4708430628220
 2012065 4872 157 2.533 0.010 -1.04 0.30 1.24 0.09  9.97 0.25 1.04 0.07  9.14 0.23 1.20 0.09  9.83  0.25 1 290.8604264991179 +37.4617472596667
 2012216 4858  80 2.861 0.006 -0.14 0.15 1.45 0.07  7.40 0.13 1.35 0.07  7.13 0.13 1.47 0.07  7.46  0.14 1 290.8947264948989 +37.4610930843318
 2012932 4837 148 2.431 0.023 -0.24 0.30 1.28 0.21 11.43 0.66 1.17 0.20 10.93 0.63 1.29 0.22 11.47  0.66 2 291.0620027029897 +37.4944609874595
 2013502 4930 100 2.702 0.009  0.05 0.15 2.01 0.15 10.45 0.28 1.93 0.14 10.25 0.28 2.06 0.15 10.58  0.29 2 291.1910242793323 +37.4940442882803
 2013530 4759 144 2.512 0.012 -0.28 0.30 1.45 0.13 11.07 0.34 1.29 0.11 10.45 0.32 1.44 0.13 11.04  0.34 2 291.1993825407258 +37.4873007290257
 2014377 4734 137 2.496 0.016 -0.23 0.30 1.85 0.21 12.74 0.50 1.67 0.19 12.08 0.48 1.85 0.21 12.72  0.50 2 291.4064612337438 +37.4537256809174
 2014684 4314  80 1.655 0.015 -0.29 0.15 0.95 0.11 24.05 1.11 0.80 0.09 21.99 1.00 0.92 0.11 23.62  1.09 1 291.4795639450223 +37.4464385944479
 2015820 4831  80 2.567 0.010  0.06 0.15 1.77 0.13 11.47 0.30 1.66 0.12 11.12 0.29 1.81 0.13 11.60  0.30 2 291.7399675645896 +37.4676638945667
 2016676 4978  80 2.826 0.008  0.08 0.15 2.07 0.13  9.21 0.23 2.02 0.13  9.11 0.22 2.12 0.14  9.33  0.23 2 291.9381410089795 +37.4527667425373
 2016706 4801  80 2.492 0.008  0.01 0.15 1.34 0.09 10.89 0.29 1.25 0.08 10.52 0.27 1.36 0.09 10.96  0.29 2 291.9444981664797 +37.4610359203327
 2016978 4744  80 2.785 0.006  0.08 0.15 1.35 0.07  7.81 0.15 1.25 0.06  7.51 0.14 1.37 0.07  7.85  0.15 1 291.9885270166493 +37.4219063165052
 2017541 4242  80 1.859 0.016  0.08 0.15 1.42 0.18 23.22 1.12 1.24 0.16 21.73 1.03 1.39 0.18 22.98  1.11 1 292.1157675971201 +37.4308430728926
 2018007 4753 151 2.441 0.011  0.44 0.30 1.43 0.14 11.90 0.45 1.39 0.13 11.73 0.45 1.45 0.14 12.01  0.46 2 292.2216134470095 +37.4592418787945
 2018283 4804  80 3.041 0.007  0.27 0.15 1.38 0.07  5.86 0.11 1.32 0.07  5.74 0.11 1.39 0.07  5.88  0.11 1 292.2874708376297 +37.4463232978133
 2018392 4908 100 2.443 0.009 -0.12 0.15 1.66 0.12 12.82 0.32 1.56 0.11 12.43 0.31 1.70 0.12 12.96  0.32 1 292.3133293878867 +37.4908822367299
 2018537 4849  80 3.171 0.006  0.28 0.15 1.44 0.07  5.16 0.09 1.40 0.07  5.08 0.09 1.46 0.07  5.19  0.09 1 292.3442818979595 +37.4689310560051
 2018585 5068 157 2.857 0.009 -0.17 0.30 1.23 0.08  6.85 0.15 1.23 0.08  6.85 0.15 1.24 0.08  6.89  0.16 1 292.358611 +37.470646
 2018642 4735 146 2.452 0.010  0.32 0.30 1.42 0.14 11.72 0.51 1.34 0.14 11.39 0.49 1.43 0.15 11.76  0.51 2 292.3715095157472 +37.4228687267804
 2018667 4784 141 2.384 0.017 -0.17 0.30 1.03 0.13 10.79 0.51 0.94 0.12 10.34 0.49 1.03 0.13 10.80  0.51 2 292.3763919927679 +37.4866524043215
 2019109 4773 144 2.395 0.025 -0.11 0.30 1.24 0.24 11.69 0.83 1.13 0.22 11.17 0.79 1.24 0.24 11.71  0.83 2 292.4698758461365 +37.4634811116114
 2019258 4468 134 2.125 0.012 -0.58 0.30 1.78 0.25 19.13 1.18 1.61 0.22 18.20 1.10 1.74 0.24 18.89  1.16 0 292.5011682913925 +37.4167104545228
 2019396 4780 143 2.477 0.013 -0.50 0.30 1.44 0.17 11.46 0.55 1.26 0.15 10.73 0.51 1.41 0.17 11.34  0.54 2 292.5346825916179 +37.4334755490683
 2019959 4775 149 2.401 0.010 -0.41 0.30 1.42 0.11 12.45 0.34 1.25 0.09 11.69 0.32 1.40 0.11 12.35  0.34 1 292.6537874757200 +37.4861715835894
 2020280 5164 175 2.780 0.012 -0.25 0.30 1.87 0.16  9.23 0.28 1.85 0.16  9.19 0.28 1.93 0.17  9.37  0.29 2 292.7235340736246 +37.4972867399572
 2020383 4859 150 2.935 0.009 -0.52 0.30 1.33 0.09  6.50 0.15 1.18 0.08  6.14 0.14 1.33 0.09  6.50  0.15 1 292.7455654179368 +37.4506667929632
 2020876 4750 144 2.439 0.017 -0.46 0.30 1.30 0.17 11.40 0.54 1.14 0.15 10.65 0.50 1.27 0.16 11.27  0.53 2 292.8393977229836 +37.4426717781199
 2021216 4885 146 3.180 0.008 -0.27 0.30 1.30 0.08  4.85 0.11 1.20 0.07  4.66 0.10 1.32 0.08  4.88  0.11 1 292.9213825468582 +37.4869426687759
 2140446 4665 100 2.662 0.008  0.32 0.15 1.51 0.09  9.50 0.20 1.40 0.08  9.15 0.19 1.53 0.09  9.55  0.20 1 285.9347288760937 +37.5763603804887
 2140982 4863 143 2.449 0.011 -0.73 0.30 1.24 0.10 11.00 0.34 1.09 0.09 10.31 0.32 1.22 0.10 10.91  0.34 2 286.1179950112114 +37.5602051098873
 2141255 4913  80 3.083 0.006 -0.17 0.15 1.22 0.06  5.26 0.09 1.16 0.05  5.12 0.09 1.23 0.06  5.28  0.09 1 286.2185158858742 +37.5207581743510
 2141413 4868 146 2.580 0.010 -0.13 0.30 1.59 0.11 10.72 0.27 1.48 0.10 10.33 0.26 1.62 0.11 10.80  0.27 1 286.2679903407608 +37.5925161988675
 2141436 4950 147 2.960 0.008 -0.15 0.30 1.23 0.07  6.08 0.13 1.18 0.07  5.96 0.13 1.24 0.07  6.10  0.13 1 286.2727841349956 +37.5729394426767
 2141928 4757 100 2.434 0.012  0.16 0.15 1.11 0.10 10.58 0.37 1.06 0.10 10.33 0.36 1.11 0.10 10.60  0.37 2 286.4225800166224 +37.5240013989494
 2141932 4429  80 2.280 0.010  0.28 0.15 1.36 0.10 13.97 0.40 1.20 0.09 13.13 0.37 1.35 0.10 13.93  0.40 1 286.4233301895567 +37.5452986338055
 2142095 4932 100 2.390 0.016 -0.43 0.15 1.24 0.15 11.80 0.50 1.15 0.14 11.33 0.47 1.27 0.15 11.90  0.50 2 286.4777157683058 +37.5848078152965
 2142280 4775 142 2.348 0.016 -0.33 0.30 0.92 0.12 10.61 0.58 0.82 0.11 10.05 0.54 0.91 0.12 10.57  0.58 2 286.5430388585805 +37.5237348297146
 2142405 5137 156 2.851 0.016 -0.73 0.30 2.12 0.25  9.06 0.37 2.05 0.24  8.91 0.37 2.25 0.26  9.33  0.39 2 286.5839390825259 +37.5104784813022
 2142508 4801 143 2.486 0.009 -0.02 0.30 1.49 0.11 11.55 0.31 1.38 0.10 11.12 0.30 1.51 0.11 11.62  0.31 2 286.6207940202832 +37.5477883057368
 2142628 4644 162 2.718 0.037 -0.06 0.30 1.50 0.46  8.86 1.07 1.34 0.41  8.38 1.00 1.49 0.46  8.86  1.07 2 286.6626715376642 +37.5450139591272
 2142675 5064 158 2.579 0.012 -0.57 0.30 1.76 0.15 11.27 0.34 1.66 0.14 10.95 0.33 1.82 0.15 11.48  0.34 2 286.6806664682438 +37.5560588886356
 2155148 5202 167 2.467 0.013 -0.06 0.30 1.42 0.14 11.52 0.43 1.46 0.15 11.68 0.44 1.44 0.15 11.62  0.43 2 290.2724454616453 +37.5453115469674
 2155220 5065 150 2.460 0.014  0.01 0.30 1.16 0.13 10.50 0.44 1.19 0.13 10.63 0.45 1.17 0.13 10.53  0.45 2 290.2933496152566 +37.5795681859244
 2155506 4400 154 1.790 0.012 -0.46 0.30 0.98 0.10 20.90 0.80 0.82 0.08 19.12 0.72 0.94 0.09 20.45  0.78 0 290.3614369485492 +37.5884945669744
 2155869 4758  80 2.873 0.011  0.21 0.15 1.55 0.12  7.54 0.21 1.45 0.11  7.31 0.20 1.58 0.12  7.61  0.21 1 290.4477140680417 +37.5159248063060
 2156074 5248 167 2.567 0.021 -0.26 0.30 1.95 0.32 12.03 0.77 1.98 0.33 12.14 0.78 2.01 0.34 12.23  0.79 2 290.4977225540296 +37.5379282641003
 2156155 5249 162 2.977 0.010 -0.16 0.30 1.85 0.13  7.31 0.18 1.89 0.13  7.39 0.18 1.90 0.13  7.41  0.18 1 290.5133289193441 +37.5420451925031
 2156178 4853  80 2.381 0.011 -0.57 0.15 1.00 0.11 10.68 0.52 0.89 0.10 10.07 0.48 0.99 0.11 10.62  0.51 2 290.5192940928291 +37.5254410024648
 2156988 4924 147 2.391 0.014 -0.14 0.30 0.95 0.10 10.28 0.39 0.94 0.10 10.24 0.39 0.94 0.10 10.26  0.39 2 290.7181178109735 +37.5859309506634
 2157059 4424  80 2.265 0.007 -0.16 0.15 1.26 0.07 13.69 0.29 1.09 0.06 12.74 0.27 1.23 0.07 13.52  0.29 1 290.7360256423441 +37.5477055049909
 2157650 4832  80 3.050 0.006  0.19 0.15 1.39 0.07  5.83 0.10 1.33 0.06  5.70 0.10 1.41 0.07  5.86  0.11 1 290.8643754604501 +37.5749537231083
 2157725 4925  80 2.375 0.011 -0.52 0.15 1.34 0.12 12.45 0.40 1.22 0.11 11.88 0.38 1.36 0.12 12.54  0.41 2 290.8823915315684 +37.5290285697436
 2157928 4963 156 2.335 0.011 -0.34 0.30 0.98 0.15 11.13 0.78 0.94 0.14 10.94 0.76 0.99 0.15 11.19  0.79 2 290.9314385915458 +37.5457533390833
 2157964 4832 144 2.373 0.022 -0.08 0.30 1.22 0.26 11.89 1.06 1.14 0.24 11.50 1.01 1.22 0.26 11.92  1.06 2 290.9398421927129 +37.5688234515453
 2158410 4955  80 2.607 0.017  0.25 0.15 3.08 0.38 14.43 0.63 3.24 0.40 14.81 0.65 3.26 0.41 14.85  0.65 2 291.0523769026207 +37.5318164558589
 2158815 4966 159 2.428 0.010 -0.38 0.30 1.05 0.09 10.35 0.37 1.00 0.09 10.11 0.36 1.06 0.10 10.43  0.38 2 291.1482641701123 +37.5681011251286
 2159728 4790 167 2.802 0.011 -0.28 0.30 1.41 0.12  7.81 0.23 1.26 0.10  7.39 0.22 1.41 0.12  7.80  0.23 1 291.3463814052959 +37.5689524481054
 2159864 4870  80 2.797 0.007 -0.05 0.15 1.71 0.09  8.64 0.17 1.60 0.09  8.37 0.17 1.74 0.10  8.73  0.18 1 291.3801596117216 +37.5540130048897
 2160161 4776  80 2.568 0.010  0.14 0.15 1.68 0.12 11.17 0.30 1.57 0.11 10.80 0.29 1.72 0.13 11.28  0.30 2 291.4482126242767 +37.5717771532041
 2160572 4942 147 2.427 0.011  0.06 0.30 1.23 0.10 11.23 0.32 1.22 0.10 11.17 0.32 1.24 0.10 11.28  0.32 2 291.5332421572954 +37.5927732185772
 2160779 4992 158 2.580 0.010 -0.55 0.30 1.18 0.09  9.25 0.24 1.10 0.08  8.92 0.23 1.21 0.09  9.36  0.24 1 291.5769123854319 +37.5499153120256
 2160901 4683  80 2.672 0.009  0.28 0.15 1.62 0.10  9.72 0.22 1.50 0.10  9.36 0.21 1.65 0.10  9.80  0.22 1 291.5993681434358 +37.5396537070897
 2160910 4972  80 2.987 0.006 -0.38 0.15 1.26 0.06  5.97 0.11 1.18 0.06  5.79 0.10 1.28 0.06  6.03  0.11 1 291.6003562973666 +37.5731975206143
 2161407 4856 152 2.362 0.019 -0.15 0.30 0.92 0.15 10.47 0.65 0.89 0.14 10.31 0.64 0.92 0.15 10.48  0.66 2 291.6999542025238 +37.5498469552547
 2161409 4838  80 2.905 0.007  0.13 0.15 1.55 0.08  7.27 0.13 1.47 0.07  7.08 0.13 1.57 0.08  7.32  0.14 1 291.7001980959254 +37.5629837852121
 2161731 5107 148 2.930 0.009  0.09 0.30 2.26 0.16  8.54 0.23 2.32 0.17  8.65 0.23 2.34 0.17  8.68  0.23 2 291.7702640340307 +37.5705177211990
 2161831 4877  80 3.074 0.006 -0.24 0.15 1.14 0.05  5.13 0.09 1.06 0.05  4.96 0.09 1.15 0.05  5.15  0.09 1 291.7903124428949 +37.5218329238410
 2162486 4820  80 2.470 0.008 -0.34 0.15 1.33 0.09 11.12 0.29 1.19 0.08 10.53 0.27 1.33 0.09 11.11  0.28 2 291.9428405937697 +37.5233538547454
 2163121 4924  80 2.485 0.012 -0.25 0.15 1.69 0.16 12.33 0.43 1.58 0.15 11.90 0.41 1.73 0.16 12.46  0.44 2 292.0802233840940 +37.5677677069062
 2163597 4878 152 2.437 0.016 -0.05 0.30 1.15 0.14 10.73 0.48 1.10 0.14 10.51 0.47 1.16 0.14 10.76  0.48 2 292.1734906397694 +37.5933925302182
 2163605 4893 166 2.466 0.014 -1.38 0.30 1.32 0.56 11.11 2.31 1.14 0.46 10.33 2.07 1.28 0.54 10.95  2.26 2 292.1746297305850 +37.5190705050242
 2163856 5026  80 2.791 0.007  0.04 0.15 2.76 0.15 11.06 0.23 2.83 0.15 11.20 0.23 2.88 0.16 11.30  0.23 2 292.2269382965960 +37.5574341809463
 2164262 4708  80 2.689 0.007  0.18 0.15 1.49 0.08  9.13 0.17 1.38 0.07  8.78 0.17 1.51 0.08  9.20  0.18 1 292.3101702057118 +37.5410933827790
 2164327 4854  80 2.564 0.011  0.09 0.15 1.67 0.14 11.17 0.33 1.58 0.13 10.86 0.32 1.70 0.14 11.28  0.33 2 292.3274239687033 +37.5887704686040
 2164379 4699  80 2.986 0.006  0.48 0.30 1.32 0.06  6.12 0.11 1.23 0.06  5.90 0.11 1.30 0.06  6.06  0.11 1 292.3364303857183 +37.5708065797687
 2164874 4447  80 1.977 0.021  0.23 0.15 1.49 0.36 20.78 2.21 1.33 0.31 19.59 2.04 1.49 0.35 20.74  2.20 1 292.4445220464938 +37.5545486558157
 2165198 4815  80 2.857 0.008  0.21 0.15 1.67 0.10  7.99 0.16 1.58 0.09  7.77 0.16 1.71 0.10  8.07  0.17 1 292.5097804969013 +37.5940993399946
 2165371 4227 147 1.708 0.013  0.00 0.30 0.88 0.17 21.74 1.99 0.73 0.14 19.79 1.74 0.86 0.17 21.48  1.96 0 292.5485074630609 +37.5997809629317
 2165450 5003  80 2.941 0.008  0.16 0.15 2.45 0.15  8.78 0.20 2.49 0.15  8.84 0.20 2.53 0.16  8.91  0.20 2 292.5687477331802 +37.5846599350530
 2165589 4999 159 2.370 0.012 -0.32 0.30 0.92 0.12 10.35 0.61 0.91 0.12 10.33 0.61 0.93 0.12 10.41  0.62 2 292.5992428907460 +37.5411982086887
 2165615 5003  80 2.494 0.013 -0.60 0.15 1.64 0.17 12.00 0.48 1.52 0.15 11.54 0.45 1.68 0.17 12.16  0.48 2 292.6046663284242 +37.5124122848498
 2165710 5003 159 2.481 0.010 -0.51 0.30 1.47 0.11 11.52 0.30 1.37 0.10 11.12 0.29 1.50 0.11 11.67  0.31 2 292.6254115561354 +37.5388653897878
 2165894 4802 147 2.668 0.009  0.11 0.30 1.51 0.10  9.44 0.23 1.42 0.10  9.15 0.22 1.54 0.10  9.51  0.23 1 292.6723474216958 +37.5397198297681
 2166119 4997 155 3.076 0.008 -0.28 0.30 1.18 0.07  5.21 0.12 1.14 0.07  5.12 0.11 1.19 0.07  5.24  0.12 1 292.716060 +37.584820
 2166223 4790  80 2.729 0.007  0.17 0.15 1.40 0.08  8.47 0.17 1.33 0.07  8.24 0.16 1.42 0.08  8.53  0.17 1 292.7395133526434 +37.5290013425597
 2166393 4984 161 2.522 0.011 -0.21 0.30 1.70 0.13 11.82 0.32 1.61 0.12 11.51 0.31 1.74 0.13 11.96  0.33 1 292.7760115630146 +37.5392069901914
 2166709 4893  80 3.266 0.008 -0.19 0.15 1.05 0.06  3.95 0.08 1.00 0.06  3.86 0.08 1.05 0.06  3.96  0.08 1 292.8412714444549 +37.5457095075390
 2166766 5023 156 2.592 0.009 -0.23 0.30 1.94 0.17 11.67 0.43 1.86 0.16 11.41 0.42 2.00 0.18 11.84  0.44 2 292.8531995305637 +37.5534478335856
 2166769 4933  80 2.702 0.017 -0.10 0.15 1.86 0.25 10.06 0.51 1.76 0.23  9.79 0.49 1.90 0.25 10.19  0.51 2 292.8540093877084 +37.5300943635408
 2167447 4867 151 2.481 0.014 -0.16 0.30 1.41 0.14 11.31 0.42 1.31 0.13 10.91 0.41 1.44 0.15 11.41  0.43 2 293.0003772459298 +37.5951219339113
 2167774 4710  80 2.680 0.007  0.10 0.15 1.57 0.08  9.48 0.18 1.44 0.08  9.09 0.17 1.59 0.08  9.55  0.18 1 293.0709030968441 +37.5235558407139
 2168184 5013  80 2.394 0.013 -0.54 0.15 1.30 0.15 11.98 0.58 1.21 0.14 11.58 0.56 1.33 0.16 12.13  0.59 2 293.1537892479868 +37.5508857195153
 2282855 4750 166 2.534 0.025 -0.50 0.30 1.77 0.64 11.89 2.03 1.56 0.56 11.19 1.86 1.73 0.63 11.77  2.00 2 285.9360158457883 +37.6485297317000
 2283075 4688  80 2.742 0.007  0.21 0.15 1.56 0.08  8.79 0.17 1.44 0.07  8.44 0.16 1.58 0.08  8.86  0.17 1 286.0180898398850 +37.6323925713094
 2283093 4552  80 1.981 0.021  0.15 0.15 2.70 0.47 27.81 1.87 2.58 0.45 27.21 1.82 2.74 0.47 28.01  1.89 0 286.0251671452971 +37.6645198580708
 2283435 4963 151 2.408 0.017 -1.14 0.30 0.92 0.13  9.93 0.54 0.82 0.11  9.38 0.51 0.94 0.13 10.02  0.55 2 286.1360181591153 +37.6496638929831
 2283532 4774 138 2.485 0.011 -0.20 0.30 1.29 0.10 10.78 0.30 1.17 0.09 10.23 0.29 1.30 0.10 10.79  0.30 1 286.1674519875751 +37.6725297870107
 2283721 4746  80 2.807 0.007 -0.19 0.15 1.16 0.06  7.04 0.13 1.04 0.05  6.67 0.12 1.16 0.06  7.03  0.13 1 286.2241803968794 +37.6897178056218
 2284278 4248 148 1.768 0.022 -0.22 0.30 1.62 0.27 27.56 1.64 1.47 0.24 26.19 1.55 1.60 0.26 27.32  1.63 0 286.3988198085783 +37.6425237368907
 2284330 4897 100 2.371 0.014 -0.23 0.15 1.19 0.13 11.77 0.47 1.11 0.12 11.40 0.45 1.20 0.13 11.82  0.47 2 286.4160178051999 +37.6305588191043
 2284679 4832  80 3.206 0.006 -0.46 0.15 0.99 0.05  4.10 0.07 0.88 0.04  3.88 0.07 0.98 0.04  4.09  0.07 1 286.5306807468343 +37.6694386349047
 2285551 4915 152 2.668 0.009 -0.01 0.30 1.36 0.10  8.96 0.23 1.31 0.09  8.78 0.23 1.38 0.10  9.02  0.24 1 286.8195670620306 +37.6686324073670
 2285776 4964 149 2.437 0.012 -0.01 0.30 1.28 0.12 11.32 0.37 1.26 0.11 11.22 0.37 1.29 0.12 11.37  0.37 2 286.8992741962310 +37.6696497052208
 2285827 4795  80 3.131 0.006  0.30 0.15 1.31 0.06  5.16 0.09 1.26 0.06  5.06 0.09 1.32 0.06  5.17  0.09 1 286.9166845459011 +37.6792650209460
 2285898 4774  80 2.302 0.012 -0.10 0.15 0.63 0.06  9.26 0.37 0.65 0.07  9.44 0.38 0.65 0.07  9.44  0.38 2 286.9371424867215 +37.6959940972598
 2285941 5041 149 3.091 0.008 -0.44 0.30 1.20 0.07  5.16 0.11 1.14 0.07  5.04 0.11 1.22 0.08  5.21  0.12 1 286.9532405802266 +37.6819451292480
 2297384 4534  80 2.388 0.014  0.41 0.15 1.20 0.14 11.61 0.51 1.08 0.12 11.03 0.48 1.20 0.14 11.59  0.51 2 290.1898799637126 +37.6641373780661
 2297785 4942  80 2.602 0.009 -0.07 0.15 2.16 0.16 12.18 0.34 2.08 0.15 11.95 0.33 2.22 0.16 12.34  0.35 2 290.2619087004320 +37.6249263193278
 2297825 4580  80 2.395 0.012  0.42 0.15 1.20 0.14 11.50 0.55 1.11 0.13 11.08 0.53 1.20 0.14 11.50  0.55 2 290.2701420789716 +37.6843528175685
 2299888 4971  80 2.379 0.013 -0.72 0.15 0.66 0.08  8.72 0.42 0.63 0.07  8.50 0.41 0.71 0.08  8.99  0.44 2 290.7546171434421 +37.6706479628847
 2299926 4980 149 2.536 0.011 -0.51 0.30 1.58 0.13 11.24 0.33 1.47 0.12 10.82 0.31 1.62 0.13 11.38  0.33 2 290.7638348516183 +37.6335818184112
 2300227 4676  80 2.689 0.007 -0.24 0.15 1.19 0.06  8.19 0.15 1.05 0.05  7.67 0.14 1.18 0.06  8.13  0.15 1 290.8315263743020 +37.6861760308659
 2300329 4391  80 2.082 0.013  0.10 0.15 1.23 0.14 16.74 0.78 1.07 0.12 15.61 0.71 1.21 0.14 16.60  0.77 1 290.8537050002432 +37.6481708778806
 2300494 4938 153 2.448 0.013 -0.21 0.30 1.28 0.13 11.19 0.40 1.21 0.12 10.89 0.39 1.30 0.13 11.26  0.41 2 290.8871701037331 +37.6997938766953
 2300503 4413  80 2.029 0.010 -0.17 0.15 1.34 0.11 18.56 0.54 1.17 0.09 17.32 0.50 1.31 0.10 18.33  0.53 1 290.8906097064804 +37.6693181000183
 2300853 4946 168 2.447 0.010  0.24 0.30 1.22 0.10 10.94 0.37 1.23 0.11 10.98 0.37 1.23 0.10 10.96  0.37 2 290.9765209664301 +37.6766474767690
 2300962 5166 169 2.401 0.017 -0.21 0.30 0.94 0.11 10.09 0.42 0.98 0.12 10.32 0.43 0.93 0.11 10.08  0.42 2 291.0020814032822 +37.6093155686951
 2301349 4627  80 2.717 0.007  0.37 0.15 1.38 0.07  8.52 0.16 1.28 0.07  8.19 0.16 1.38 0.07  8.53  0.16 1 291.0919137537453 +37.6400342940722
 2301577 4855  80 2.467 0.013 -0.47 0.15 1.25 0.13 10.83 0.43 1.12 0.11 10.25 0.40 1.25 0.13 10.84  0.43 2 291.1524279858623 +37.6834987177804
 2302010 4953 155 2.431 0.010 -0.34 0.30 1.27 0.10 11.37 0.31 1.19 0.09 11.01 0.30 1.30 0.10 11.48  0.31 2 291.2439716370272 +37.6085087631920
 2303101 4921 100 3.144 0.007  0.23 0.15 1.18 0.06  4.82 0.09 1.19 0.06  4.83 0.09 1.18 0.06  4.83  0.09 1 291.4768990960321 +37.6725601629027
 2303200 4643  80 2.639 0.007  0.02 0.15 1.29 0.07  9.02 0.18 1.16 0.06  8.54 0.17 1.29 0.07  9.03  0.18 1 291.4954881931504 +37.6065745978509
 2303304 4937 152 2.511 0.010 -0.60 0.30 1.15 0.09  9.86 0.26 1.04 0.08  9.40 0.25 1.17 0.09  9.94  0.26 1 291.5183154435713 +37.6987241133903
 2303367 4862 100 2.443 0.013  0.18 0.15 1.23 0.12 11.03 0.38 1.20 0.12 10.91 0.37 1.24 0.12 11.07  0.38 2 291.5367193685173 +37.6734520297680
 2303414 4773  80 2.722 0.008  0.05 0.15 1.53 0.09  8.93 0.19 1.42 0.08  8.59 0.19 1.55 0.09  8.99  0.20 1 291.5471314423256 +37.6380798347297
 2303610 4516 158 2.159 0.023  0.06 0.30 1.24 0.28 15.37 1.48 1.09 0.24 14.43 1.36 1.23 0.28 15.31  1.47 0 291.5855981586187 +37.6821269139644
 2303756 4952 153 2.350 0.015 -0.19 0.30 0.79 0.09  9.84 0.42 0.82 0.09 10.01 0.43 0.80 0.09  9.91  0.42 2 291.6119857400063 +37.6412396506542
 2303870 4777 144 2.255 0.017 -0.39 0.30 1.19 0.19 13.46 0.94 1.05 0.17 12.63 0.86 1.17 0.19 13.36  0.93 2 291.6345144325425 +37.6566810545964
 2303954 4955 156 2.726 0.009 -0.39 0.30 1.36 0.09  8.37 0.20 1.27 0.09  8.08 0.20 1.39 0.10  8.47  0.21 1 291.6543380102883 +37.6643885476515
 2304104 4629  80 2.432 0.014  0.40 0.15 1.35 0.15 11.71 0.53 1.24 0.14 11.23 0.50 1.35 0.15 11.69  0.53 2 291.6879803770962 +37.6254825692406
 2304765 4373 100 1.734 0.023  0.37 0.15 2.27 0.44 33.91 2.53 2.10 0.40 32.58 2.41 2.28 0.44 33.95  2.53 1 291.8461990021218 +37.6994953808672
 2304883 4897 151 2.359 0.012 -0.10 0.30 0.95 0.11 10.66 0.54 0.94 0.11 10.61 0.53 0.95 0.11 10.66  0.54 2 291.8745988687217 +37.6893119579789
 2305082 5055 163 2.365 0.010 -0.37 0.30 0.61 0.06  8.52 0.31 0.66 0.06  8.85 0.32 0.62 0.06  8.55  0.31 2 291.9226565097732 +37.6126415172322
 2305145 5055  80 2.932 0.010  0.08 0.15 2.14 0.17  8.27 0.25 2.14 0.17  8.28 0.25 2.20 0.18  8.40  0.26 2 291.9389028496301 +37.6882250463730
 2305407 5007  80 3.149 0.010 -0.03 0.15 1.54 0.11  5.48 0.14 1.50 0.11  5.41 0.14 1.56 0.11  5.52  0.14 1 291.9961829336210 +37.6911696591002
 2305479 4653  80 2.799 0.007  0.30 0.15 1.33 0.07  7.61 0.14 1.23 0.06  7.32 0.13 1.34 0.07  7.63  0.14 1 292.0120265864187 +37.6974135841330
 2305590 4607  80 2.593 0.007 -0.27 0.15 1.23 0.06  9.29 0.18 1.07 0.06  8.66 0.17 1.21 0.06  9.19  0.18 1 292.0367874576602 +37.6106026929164
 2305930 4891 100 2.347 0.015 -0.69 0.15 0.72 0.12  9.44 0.72 0.65 0.11  8.98 0.67 0.74 0.13  9.52  0.73 2 292.1068197155681 +37.6897890360039
 2305969 4811 147 2.371 0.012 -0.31 0.30 0.97 0.10 10.62 0.47 0.88 0.09 10.13 0.45 0.96 0.10 10.59  0.47 2 292.1148381085042 +37.6962018709082
 2305987 4679  80 2.630 0.013  0.19 0.15 1.38 0.13  9.43 0.31 1.27 0.12  9.05 0.29 1.40 0.13  9.48  0.31 1 292.1178542786100 +37.6854693466957
